pair,open_z,close_z,stop_z,window,n_trades,win_rate,avg_pnl_pct,total_pnl_pct,avg_win_pct,avg_loss_pct,profit_factor,n_stops,avg_duration_days,sharpe_approx
AL30/GD30,1.5,1.0,none,20,47,85.1063829787234,0.6756607373134524,31.756054653732267,0.8549840362234941,-0.3490438278867853,13.9971621721927,0.0,4.361702127659575,0.9726352830315166
AL30/GD30,1.5,1.0,none,40,36,91.66666666666666,0.5491940166853271,19.770984600671774,0.6534109048948207,-0.5971917536191041,12.03553115106695,0.0,5.694444444444445,0.9965805547145361
AL30/GD30,1.5,1.0,3.0,10,58,87.93103448275862,0.5502932393321531,31.91700788126488,0.6934697099095221,-0.4928496177315343,10.251447886787457,0.0,3.0,0.7626772768495883
AL30/GD30,1.5,1.0,3.0,20,50,84.0,0.5948926574395366,29.74463287197683,0.8643424382993374,-0.8197186920744168,5.535798859957634,3.0,4.04,0.6516487657580526
AL30/GD30,1.5,1.0,3.0,40,41,82.92682926829268,0.40226250120963153,16.492762549594893,0.7811732449340465,-1.4381611111660988,2.638278853018086,6.0,4.658536585365853,0.3870887533256096
AL30/GD30,1.5,1.0,4.0,10,58,87.93103448275862,0.5502932393321531,31.91700788126488,0.6934697099095221,-0.4928496177315343,10.251447886787457,0.0,3.0,0.7626772768495883
AL30/GD30,1.5,1.0,4.0,20,47,85.1063829787234,0.6756607373134524,31.756054653732267,0.8549840362234941,-0.3490438278867853,13.9971621721927,0.0,4.361702127659575,0.9726352830315166
AL30/GD30,1.5,1.0,4.0,40,39,87.17948717948718,0.38484617663547177,15.0090008887834,0.6805281117302635,-1.6257909820091114,2.846362915635767,4.0,5.076923076923077,0.4146167004868072
AL30/GD30,2.0,0.0,none,10,0,,,,,,,,,
AL30/GD30,2.0,0.0,none,20,0,,,,,,,,,
AL30/GD30,2.0,0.0,none,40,0,,,,,,,,,
AL30/GD30,2.0,0.0,3.0,10,0,,,,,,,,,
AL30/GD30,2.0,0.0,3.0,20,2,0.0,-2.0868826803261187,-4.173765360652237,0.0,-2.0868826803261187,0.0,2.0,285.5,-12.062007333083358
AL30/GD30,2.0,0.0,3.0,40,6,33.33333333333333,-0.05938784071453888,-0.3563270442872333,3.3981292361499578,-1.7881463791467873,0.9501820644491568,6.0,70.66666666666667,-0.023000967658184823
AL30/GD30,2.0,0.0,4.0,10,0,,,,,,,,,
AL30/GD30,2.0,0.0,4.0,20,0,,,,,,,,,
AL30/GD30,2.0,0.0,4.0,40,4,25.0,-1.0966856246427492,-4.386742498570997,1.8230775483661148,-2.0699400156457037,0.29357977116668893,4.0,104.0,-0.603382048496631
AL30/GD30,2.0,0.5,none,10,21,90.47619047619048,0.9932919028892031,20.859129960673265,1.1705751648001657,-0.6908990852649425,16.095641610724023,0.0,6.380952380952381,1.0248305862318148
AL30/GD30,2.0,0.5,none,20,20,80.0,0.7619483356342678,15.238966712685356,1.0541172800875152,-0.4067274421787229,10.36681738946268,0.0,9.7,0.8502292558714796
AL30/GD30,2.0,0.5,none,40,12,75.0,0.701383985092054,8.416607821104648,1.0570520183311778,-0.365620114625317,8.673363220848215,0.0,15.916666666666666,0.7522563228037479
AL30/GD30,2.0,0.5,3.0,10,21,90.47619047619048,0.9932919028892031,20.859129960673265,1.1705751648001657,-0.6908990852649425,16.095641610724023,0.0,6.380952380952381,1.0248305862318148
AL30/GD30,2.0,0.5,3.0,20,22,81.81818181818183,0.7866350443776778,17.305970976308913,1.1706892022635111,-0.9416086661085721,5.594788578101682,2.0,8.454545454545455,0.6793721783450227
AL30/GD30,2.0,0.5,3.0,40,17,58.82352941176471,0.2690266823838713,4.573453600525812,1.4958673030436396,-1.4836027757015118,1.4403810272273843,6.0,10.294117647058824,0.15496916274087114
AL30/GD30,2.0,0.5,4.0,10,21,90.47619047619048,0.9932919028892031,20.859129960673265,1.1705751648001657,-0.6908990852649425,16.095641610724023,0.0,6.380952380952381,1.0248305862318148
AL30/GD30,2.0,0.5,4.0,20,20,80.0,0.7619483356342678,15.238966712685356,1.0541172800875152,-0.4067274421787229,10.36681738946268,0.0,9.7,0.8502292558714796
AL30/GD30,2.0,0.5,4.0,40,15,60.0,0.20471132313406445,3.070669847010967,1.2694091398469707,-1.392335401935295,1.367568264890635,4.0,12.133333333333333,0.13148083360498683
AL30/GD30,2.0,1.0,none,10,24,95.83333333333334,0.8306352615062794,19.935246276150707,0.904886648649468,-0.8771466427870591,23.727381379250513,0.0,2.8333333333333335,1.0555132575098998
AL30/GD30,2.0,1.0,none,20,22,77.27272727272727,0.5498092893036247,12.095804364679744,0.8625491372489822,-0.5135061937105906,5.711064642580289,0.0,5.2272727272727275,0.7189723909348368
AL30/GD30,2.0,1.0,none,40,16,87.5,0.5740384131102327,9.184614609763724,0.7322620048080074,-0.5335267287741892,9.607454991866994,0.0,8.5625,0.8516472173924672
AL30/GD30,2.0,1.0,3.0,10,24,95.83333333333334,0.8306352615062794,19.935246276150707,0.904886648649468,-0.8771466427870591,23.727381379250513,0.0,2.8333333333333335,1.0555132575098998
AL30/GD30,2.0,1.0,3.0,20,24,79.16666666666666,0.5892434716536715,14.141843319688117,0.9524044923296823,-0.7907684069151696,4.576734527080113,2.0,4.458333333333333,0.6105916888943096
AL30/GD30,2.0,1.0,3.0,40,21,71.42857142857143,0.28125678850889735,5.906392558686844,1.01659990223604,-1.5571009958089592,1.6321996854608116,6.0,5.857142857142857,0.20378690137589853
AL30/GD30,2.0,1.0,4.0,10,24,95.83333333333334,0.8306352615062794,19.935246276150707,0.904886648649468,-0.8771466427870591,23.727381379250513,0.0,2.8333333333333335,1.0555132575098998
AL30/GD30,2.0,1.0,4.0,20,22,77.27272727272727,0.5498092893036247,12.095804364679744,0.8625491372489822,-0.5135061937105906,5.711064642580289,0.0,5.2272727272727275,0.7189723909348368
AL30/GD30,2.0,1.0,4.0,40,19,78.94736842105263,0.23277004725659742,4.422630897875351,0.7884709336407985,-1.851108276684156,1.5972950034286353,4.0,6.842105263157895,0.18809360648426193
AL30/GD30,2.5,0.0,none,10,0,,,,,,,,,
AL30/GD30,2.5,0.0,none,20,0,,,,,,,,,
AL30/GD30,2.5,0.0,none,40,0,,,,,,,,,
AL30/GD30,2.5,0.0,3.0,10,0,,,,,,,,,
AL30/GD30,2.5,0.0,3.0,20,2,50.0,0.34529059711927856,0.6905811942385571,1.8230775483661148,-1.1324963541275577,1.609786682068889,2.0,260.5,0.23365384085165355
AL30/GD30,2.5,0.0,3.0,40,5,20.0,-0.9010754280319695,-4.5053771401598475,2.6472083764273022,-1.7881463791467873,0.3701050997975926,5.0,64.2,-0.4743438018261679
AL30/GD30,2.5,0.0,4.0,10,0,,,,,,,,,
AL30/GD30,2.5,0.0,4.0,20,0,,,,,,,,,
AL30/GD30,2.5,0.0,4.0,40,4,25.0,-0.8906529176274525,-3.56261167050981,2.6472083764273022,-2.0699400156457037,0.42629389522052136,4.0,77.25,-0.4137418671465288
AL30/GD30,2.5,0.5,none,10,2,100.0,0.7379445459964362,1.4758890919928724,0.7379445459964362,0.0,inf,0.0,4.0,2.205704829394874
AL30/GD30,2.5,0.5,none,20,8,87.5,1.0625843107602135,8.500674486081708,1.3268988823082364,-0.7876176900759458,11.792894310515084,0.0,6.0,1.2956119753780808
AL30/GD30,2.5,0.5,none,40,7,85.71428571428571,1.1364199079004307,7.954939355303014,1.3503700657173034,-0.147281039000806,55.01197200448512,0.0,18.857142857142858,0.9265861830859912
AL30/GD30,2.5,0.5,3.0,10,2,100.0,0.7379445459964362,1.4758890919928724,0.7379445459964362,0.0,inf,0.0,4.0,2.205704829394874
AL30/GD30,2.5,0.5,3.0,20,9,88.88888888888889,1.2198301204741844,10.97847108426766,1.5657003817227886,-1.5471319695146482,8.096014626154822,1.0,4.555555555555555,1.0043801507699495
AL30/GD30,2.5,0.5,3.0,40,10,60.0,0.4352886705740052,4.352886705740052,1.642581826526073,-1.3756510633540961,1.7910593793906748,4.0,12.1,0.2437642126917666
AL30/GD30,2.5,0.5,4.0,10,2,100.0,0.7379445459964362,1.4758890919928724,0.7379445459964362,0.0,inf,0.0,4.0,2.205704829394874
AL30/GD30,2.5,0.5,4.0,20,8,87.5,1.0625843107602135,8.500674486081708,1.3268988823082364,-0.7876176900759458,11.792894310515084,0.0,6.0,1.2956119753780808
AL30/GD30,2.5,0.5,4.0,40,10,60.0,0.260588871682366,2.60588871682366,1.642581826526073,-1.812400560583194,1.3594526471544925,4.0,12.3,0.13207120416417917
AL30/GD30,2.5,1.0,none,10,2,100.0,0.7379445459964362,1.4758890919928724,0.7379445459964362,0.0,inf,0.0,4.0,2.205704829394874
AL30/GD30,2.5,1.0,none,20,8,87.5,0.8723228035028749,6.9785824280229996,1.1708279759861544,-1.2172134038800801,6.733244807999609,0.0,3.875,0.9954830847107572
AL30/GD30,2.5,1.0,none,40,8,75.0,0.8614611072975112,6.89168885838009,1.3002903628290918,-0.45502665929723063,8.572840752917655,0.0,8.125,0.7620382235219364
AL30/GD30,2.5,1.0,3.0,10,2,100.0,0.7379445459964362,1.4758890919928724,0.7379445459964362,0.0,inf,0.0,4.0,2.205704829394874
AL30/GD30,2.5,1.0,3.0,20,9,88.88888888888889,1.048772315345097,9.438950838105873,1.3732603509525652,-1.5471319695146482,7.1009345189001385,1.0,2.6666666666666665,0.9474055716426413
AL30/GD30,2.5,1.0,3.0,40,11,63.63636363636363,0.3522303509870945,3.8745338608580395,1.3395911591820606,-1.3756510633540961,1.7041272972615595,4.0,5.090909090909091,0.2285470589015341
AL30/GD30,2.5,1.0,4.0,10,2,100.0,0.7379445459964362,1.4758890919928724,0.7379445459964362,0.0,inf,0.0,4.0,2.205704829394874
AL30/GD30,2.5,1.0,4.0,20,8,87.5,0.8723228035028749,6.9785824280229996,1.1708279759861544,-1.2172134038800801,6.733244807999609,0.0,3.875,0.9954830847107572
AL30/GD30,2.5,1.0,4.0,40,11,63.63636363636363,0.1934123519946952,2.1275358719416473,1.3395911591820606,-1.812400560583194,1.2934693243607598,4.0,5.2727272727272725,0.11182134708725541
AL35/GD35,1.0,0.0,none,10,0,,,,,,,,,
AL35/GD35,1.0,0.0,none,20,0,,,,,,,,,
AL35/GD35,1.0,0.0,none,40,0,,,,,,,,,
AL35/GD35,1.0,0.0,3.0,10,0,,,,,,,,,
AL35/GD35,1.0,0.0,3.0,20,3,33.33333333333333,-1.9585281224244584,-5.875584367273375,0.6878853469762681,-3.281734857124822,0.10480513766717507,3.0,193.33333333333334,-0.8786887456830511
AL35/GD35,1.0,0.0,3.0,40,5,20.0,-1.4893104430698454,-7.446552215349227,3.1060606060605958,-2.6381532053524555,0.2943404310029095,5.0,112.0,-0.623372252979228
AL35/GD35,1.0,0.0,4.0,10,0,,,,,,,,,
AL35/GD35,1.0,0.0,4.0,20,0,,,,,,,,,
AL35/GD35,1.0,0.0,4.0,40,0,,,,,,,,,
AL35/GD35,1.0,0.5,none,10,84,94.04761904761905,0.752465000379391,63.20706003186884,0.8444896579113214,-0.7015245886251134,19.019912931561105,0.0,5.178571428571429,1.0021133391115797
AL35/GD35,1.0,0.5,none,20,65,96.92307692307692,0.8280830685293326,53.825399454406615,0.9395988870326754,-2.684665214325962,11.024601795259699,0.0,5.661538461538462,0.987104470678511
AL35/GD35,1.0,0.5,none,40,59,94.91525423728814,0.8787450240201734,51.84595641719023,0.9949979205484427,-1.291309044507523,14.383307075795871,0.0,5.864406779661017,1.1705595871674128
AL35/GD35,1.0,0.5,3.0,10,84,94.04761904761905,0.752465000379391,63.20706003186884,0.8444896579113214,-0.7015245886251134,19.019912931561105,0.0,5.178571428571429,1.0021133391115797
AL35/GD35,1.0,0.5,3.0,20,67,94.02985074626866,0.7950670241552708,53.26949061840314,0.9818510884909873,-2.146781989132268,7.203411767947469,3.0,5.358208955223881,0.7745611555327856
AL35/GD35,1.0,0.5,3.0,40,64,89.0625,0.716389040235794,45.848898575090814,1.0346303409844433,-1.875004408717494,4.493241201531097,5.0,5.28125,0.6465299507789934
AL35/GD35,1.0,0.5,4.0,10,84,94.04761904761905,0.752465000379391,63.20706003186884,0.8444896579113214,-0.7015245886251134,19.019912931561105,0.0,5.178571428571429,1.0021133391115797
AL35/GD35,1.0,0.5,4.0,20,65,96.92307692307692,0.8280830685293326,53.825399454406615,0.9395988870326754,-2.684665214325962,11.024601795259699,0.0,5.661538461538462,0.987104470678511
AL35/GD35,1.0,0.5,4.0,40,59,94.91525423728814,0.8787450240201734,51.84595641719023,0.9949979205484427,-1.291309044507523,14.383307075795871,0.0,5.864406779661017,1.1705595871674128
AL35/GD35,1.5,0.0,none,10,0,,,,,,,,,
AL35/GD35,1.5,0.0,none,20,0,,,,,,,,,
AL35/GD35,1.5,0.0,none,40,0,,,,,,,,,
AL35/GD35,1.5,0.0,3.0,10,0,,,,,,,,,
AL35/GD35,1.5,0.0,3.0,20,3,33.33333333333333,-1.9138934641534397,-5.741680392460319,0.8217893217893245,-3.281734857124822,0.12520653824381575,3.0,188.66666666666666,-0.8386272926922516
AL35/GD35,1.5,0.0,3.0,40,5,20.0,-1.3875004126915242,-6.937502063457622,3.1060606060605958,-2.510890667379554,0.3092588465134346,5.0,110.6,-0.5872333122483827
AL35/GD35,1.5,0.0,4.0,10,0,,,,,,,,,
AL35/GD35,1.5,0.0,4.0,20,0,,,,,,,,,
AL35/GD35,1.5,0.0,4.0,40,0,,,,,,,,,
AL35/GD35,1.5,0.5,none,10,50,96.0,0.9003872205187949,45.019361025939745,0.9558057604517911,-0.42965773787311734,53.389794314881456,0.0,5.32,1.2626010993939056
AL35/GD35,1.5,0.5,none,20,45,95.55555555555556,0.9896261910881926,44.53317859896867,1.1086054256058122,-1.5684273510406284,15.196761670032583,0.0,5.688888888888889,1.217430229636306
AL35/GD35,1.5,0.5,none,40,34,94.11764705882352,1.105199732759891,37.5767909138363,1.2261231909194614,-0.8295755977932328,23.648201691199045,0.0,7.176470588235294,1.4502784803481048
AL35/GD35,1.5,0.5,3.0,10,50,96.0,0.9003872205187949,45.019361025939745,0.9558057604517911,-0.42965773787311734,53.389794314881456,0.0,5.32,1.2626010993939056
AL35/GD35,1.5,0.5,3.0,20,46,95.65217391304348,0.9990067843126483,45.954312078381825,1.1575840632296979,-2.489693351862446,10.22891006717858,1.0,5.434782608695652,0.9415165499651534
AL35/GD35,1.5,0.5,3.0,40,37,89.1891891891892,0.9113474454162592,33.71985548040159,1.266536438523237,-2.0189617477163093,5.175395536659231,3.0,6.45945945945946,0.7245955001067926
AL35/GD35,1.5,0.5,4.0,10,50,96.0,0.9003872205187949,45.019361025939745,0.9558057604517911,-0.42965773787311734,53.389794314881456,0.0,5.32,1.2626010993939056
AL35/GD35,1.5,0.5,4.0,20,45,95.55555555555556,0.9896261910881926,44.53317859896867,1.1086054256058122,-1.5684273510406284,15.196761670032583,0.0,5.688888888888889,1.217430229636306
AL35/GD35,1.5,0.5,4.0,40,34,94.11764705882352,1.105199732759891,37.5767909138363,1.2261231909194614,-0.8295755977932328,23.648201691199045,0.0,7.176470588235294,1.4502784803481048
AL35/GD35,1.5,1.0,none,10,60,95.0,0.7286093776201238,43.716562657207426,0.8101731547705585,-0.8211023882381371,18.747101653997667,0.0,2.65,1.094398803966095
AL35/GD35,1.5,1.0,none,20,54,96.29629629629629,1.0585985989139162,57.164324341351474,1.1139381939686452,-0.38023087250903775,76.1705456794447,0.0,3.1296296296296298,1.5141407470152566
AL35/GD35,1.5,1.0,none,40,42,95.23809523809523,0.9916781217125493,41.65048111192707,1.0930304380568021,-1.035368205172507,21.113849789789285,0.0,4.119047619047619,1.3976754444032196
AL35/GD35,1.5,1.0,3.0,10,60,95.0,0.7286093776201238,43.716562657207426,0.8101731547705585,-0.8211023882381371,18.747101653997667,0.0,2.65,1.094398803966095
AL35/GD35,1.5,1.0,3.0,20,54,96.29629629629629,1.0585985989139162,57.164324341351474,1.1139381939686452,-0.38023087250903775,76.1705456794447,0.0,3.1296296296296298,1.5141407470152566
AL35/GD35,1.5,1.0,3.0,40,45,91.11111111111111,0.8398565706331635,37.79354567849236,1.128804338636979,-2.121858051405946,5.452883364823853,3.0,3.7333333333333334,0.7353978801498908
AL35/GD35,1.5,1.0,4.0,10,60,95.0,0.7286093776201238,43.716562657207426,0.8101731547705585,-0.8211023882381371,18.747101653997667,0.0,2.65,1.094398803966095
AL35/GD35,1.5,1.0,4.0,20,54,96.29629629629629,1.0585985989139162,57.164324341351474,1.1139381939686452,-0.38023087250903775,76.1705456794447,0.0,3.1296296296296298,1.5141407470152566
AL35/GD35,1.5,1.0,4.0,40,42,95.23809523809523,0.9916781217125493,41.65048111192707,1.0930304380568021,-1.035368205172507,21.113849789789285,0.0,4.119047619047619,1.3976754444032196
AL35/GD35,2.0,0.0,none,10,0,,,,,,,,,
AL35/GD35,2.0,0.0,none,20,0,,,,,,,,,
AL35/GD35,2.0,0.0,none,40,0,,,,,,,,,
AL35/GD35,2.0,0.0,3.0,10,0,,,,,,,,,
AL35/GD35,2.0,0.0,3.0,20,3,66.66666666666666,2.242387167954462,6.727161503863385,4.159443823567958,-1.5917261432725311,5.226330975523582,3.0,147.66666666666666,0.6715278371832429
AL35/GD35,2.0,0.0,3.0,40,4,50.0,-0.2372492414011519,-0.9489969656046076,2.1275019419643466,-2.6020004247666506,0.8176408895687027,4.0,112.75,-0.08662739806319755
AL35/GD35,2.0,0.0,4.0,10,0,,,,,,,,,
AL35/GD35,2.0,0.0,4.0,20,0,,,,,,,,,
AL35/GD35,2.0,0.0,4.0,40,0,,,,,,,,,
AL35/GD35,2.0,0.5,none,10,20,100.0,1.2294648779927368,24.58929755985474,1.2294648779927368,0.0,inf,0.0,4.95,1.3860989671147497
AL35/GD35,2.0,0.5,none,20,18,88.88888888888889,0.8302938121656115,14.945288618981007,1.0925349106993636,-1.2676349761044055,6.894949611168696,0.0,7.722222222222222,0.9235713793411678
AL35/GD35,2.0,0.5,none,40,19,89.47368421052632,1.2034771403552842,22.8660656667504,1.406871657450934,-0.5253762549577352,22.76160937135416,0.0,8.526315789473685,1.3903352435984635
AL35/GD35,2.0,0.5,3.0,10,20,100.0,1.2294648779927368,24.58929755985474,1.2294648779927368,0.0,inf,0.0,4.95,1.3860989671147497
AL35/GD35,2.0,0.5,3.0,20,19,89.47368421052632,0.860791233668078,16.355033439693482,1.220248473661565,-2.1945953062765624,4.726207149199203,1.0,7.0,0.6374849458484015
AL35/GD35,2.0,0.5,3.0,40,21,85.71428571428571,1.148823960050043,24.1253031610509,1.5750063527273594,-1.4082703960138554,6.710386118399369,2.0,7.380952380952381,0.7856817081541394
AL35/GD35,2.0,0.5,4.0,10,20,100.0,1.2294648779927368,24.58929755985474,1.2294648779927368,0.0,inf,0.0,4.95,1.3860989671147497
AL35/GD35,2.0,0.5,4.0,20,18,88.88888888888889,0.8302938121656115,14.945288618981007,1.0925349106993636,-1.2676349761044055,6.894949611168696,0.0,7.722222222222222,0.9235713793411678
AL35/GD35,2.0,0.5,4.0,40,19,89.47368421052632,1.2034771403552842,22.8660656667504,1.406871657450934,-0.5253762549577352,22.76160937135416,0.0,8.526315789473685,1.3903352435984635
AL35/GD35,2.0,1.0,none,10,21,95.23809523809523,1.0174776629366875,21.367030921670437,1.0819122949153521,-0.2712149766366018,79.78263651457532,0.0,2.7142857142857144,1.392026223749393
AL35/GD35,2.0,1.0,none,20,21,100.0,1.1350279723866226,23.835587420119076,1.1350279723866226,0.0,inf,0.0,3.2857142857142856,1.4633173839842082
AL35/GD35,2.0,1.0,none,40,21,90.47619047619048,1.0043831184218466,21.092045486858776,1.1870728006069893,-0.7311688623370095,15.423511840645817,0.0,5.333333333333333,1.3036254837910863
AL35/GD35,2.0,1.0,3.0,10,21,95.23809523809523,1.0174776629366875,21.367030921670437,1.0819122949153521,-0.2712149766366018,79.78263651457532,0.0,2.7142857142857144,1.392026223749393
AL35/GD35,2.0,1.0,3.0,20,21,100.0,1.1350279723866226,23.835587420119076,1.1350279723866226,0.0,inf,0.0,3.2857142857142856,1.4633173839842082
AL35/GD35,2.0,1.0,3.0,40,23,86.95652173913044,0.9717949122243164,22.351282981159276,1.3493839691979699,-1.5454654676000381,5.820830886604173,2.0,4.565217391304348,0.7124822137840721
AL35/GD35,2.0,1.0,4.0,10,21,95.23809523809523,1.0174776629366875,21.367030921670437,1.0819122949153521,-0.2712149766366018,79.78263651457532,0.0,2.7142857142857144,1.392026223749393
AL35/GD35,2.0,1.0,4.0,20,21,100.0,1.1350279723866226,23.835587420119076,1.1350279723866226,0.0,inf,0.0,3.2857142857142856,1.4633173839842082
AL35/GD35,2.0,1.0,4.0,40,21,90.47619047619048,1.0043831184218466,21.092045486858776,1.1870728006069893,-0.7311688623370095,15.423511840645817,0.0,5.333333333333333,1.3036254837910863
AL35/GD35,2.5,0.0,none,10,0,,,,,,,,,
AL35/GD35,2.5,0.0,none,20,0,,,,,,,,,
AL35/GD35,2.5,0.0,none,40,0,,,,,,,,,
AL35/GD35,2.5,0.0,3.0,10,0,,,,,,,,,
AL35/GD35,2.5,0.0,3.0,20,3,66.66666666666666,2.667860072062986,8.003580216188958,4.7976531797307445,-1.5917261432725311,6.028239468212721,3.0,146.66666666666666,0.8003202005788169
AL35/GD35,2.5,0.0,3.0,40,3,0.0,-1.3856068959764596,-4.156820687929379,0.0,-1.3856068959764596,0.0,3.0,53.0,-5.550834578524573
AL35/GD35,2.5,0.0,4.0,10,0,,,,,,,,,
AL35/GD35,2.5,0.0,4.0,20,0,,,,,,,,,
AL35/GD35,2.5,0.0,4.0,40,0,,,,,,,,,
AL35/GD35,2.5,0.5,none,10,4,100.0,1.2484272301407637,4.993708920563055,1.2484272301407637,0.0,inf,0.0,3.25,1.8426422591710698
AL35/GD35,2.5,0.5,none,20,6,100.0,1.5900342454020338,9.540205472412202,1.5900342454020338,0.0,inf,0.0,5.666666666666667,1.8494927145806621
AL35/GD35,2.5,0.5,none,40,5,80.0,0.8948750798929439,4.474375399464719,1.3588103947574113,-0.9608661795649261,5.656606189938631,0.0,12.6,0.8679190039864881
AL35/GD35,2.5,0.5,3.0,10,4,100.0,1.2484272301407637,4.993708920563055,1.2484272301407637,0.0,inf,0.0,3.25,1.8426422591710698
